Area_Name,Date,,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
Uttar Pradesh,1/29/2003,,AT3-Buses,3. Buses,2,19,34
West Bengal,1/30/2003,,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,1/31/2003,,AT3-Buses,3. Buses,2,6,15
Arunachal Pradesh,2/1/2003,,AT3-Buses,3. Buses,0,0,0
Assam,2/2/2003,,AT3-Buses,3. Buses,NULL,4,21
Bihar,2/3/2003,,AT3-Buses,3. Buses,0,0,0
Chandigarh,2/4/2003,,AT3-Buses,3. Buses,0,1,2
Chhattisgarh,2/5/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,2/6/2003,,AT3-Buses,3. Buses,2,3,10
Gujarat,2/7/2003,,AT3-Buses,3. Buses,1,24,46
Haryana,2/8/2003,,AT3-Buses,3. Buses,NULL,2,2
Himachal Pradesh,2/9/2003,,AT3-Buses,3. Buses,0,1,1
Karnataka,2/10/2003,,AT3-Buses,3. Buses,1,9,12
Kerala,2/11/2003,,AT3-Buses,3. Buses,NULL,4,4
Madhya Pradesh,2/12/2003,,AT3-Buses,3. Buses,0,2,7
Maharashtra,2/13/2003,,AT3-Buses,3. Buses,0,9,21
Manipur,2/14/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,2/15/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,2/16/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,2/17/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,2/18/2003,,AT3-Buses,3. Buses,0,2,35
Puducherry,2/19/2003,,AT3-Buses,3. Buses,NULL,1,1
Punjab,2/20/2003,,AT3-Buses,3. Buses,0,1,1
Rajasthan,2/21/2003,,AT3-Buses,3. Buses,NULL,11,12
Sikkim,2/22/2003,,AT3-Buses,3. Buses,NULL,0,0
Tamil Nadu,2/23/2003,,AT3-Buses,3. Buses,2,2,2
Uttar Pradesh,2/24/2003,,AT3-Buses,3. Buses,NULL,14,24
Uttarakhand,2/25/2003,,AT3-Buses,3. Buses,NULL,1,1
West Bengal,2/26/2003,,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,2/27/2003,,AT3-Buses,3. Buses,0,0,0
Arunachal Pradesh,2/28/2003,,AT3-Buses,3. Buses,0,0,0
Assam,3/1/2003,,AT3-Buses,3. Buses,0,6,1
Bihar,3/2/2003,,AT3-Buses,3. Buses,0,0,0
Chandigarh,3/3/2003,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,3/4/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,3/5/2003,,AT3-Buses,3. Buses,NULL,4,7
Gujarat,3/6/2003,,AT3-Buses,3. Buses,0,24,55
Haryana,3/7/2003,,AT3-Buses,3. Buses,0,9,13
Himachal Pradesh,3/8/2003,,AT3-Buses,3. Buses,0,1,1
Jammu & Kashmir,3/9/2003,,AT3-Buses,3. Buses,0,0,0
Jharkhand,3/10/2003,,AT3-Buses,3. Buses,0,0,2
Karnataka,3/11/2003,,AT3-Buses,3. Buses,0,2,4
Kerala,3/12/2003,,AT3-Buses,3. Buses,NULL,11,24
Madhya Pradesh,3/13/2003,,AT3-Buses,3. Buses,0,0,0
Maharashtra,3/14/2003,,AT3-Buses,3. Buses,3,10,13
Manipur,3/15/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,3/16/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,3/17/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,3/18/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,3/19/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,3/20/2003,,AT3-Buses,3. Buses,0,5,4
Rajasthan,3/21/2003,,AT3-Buses,3. Buses,NULL,11,25
Tamil Nadu,3/22/2003,,AT3-Buses,3. Buses,1,1,1
Uttar Pradesh,3/23/2003,,AT3-Buses,3. Buses,0,30,72
West Bengal,3/24/2003,,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,3/25/2003,,AT3-Buses,3. Buses,2,14,24
Arunachal Pradesh,3/26/2003,,AT3-Buses,3. Buses,0,0,0
Assam,3/27/2003,,AT3-Buses,3. Buses,0,4,4
Bihar,3/28/2003,,AT3-Buses,3. Buses,0,0,2
Chandigarh,3/29/2003,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,3/30/2003,,AT3-Buses,3. Buses,0,18,28
Delhi,3/31/2003,,AT3-Buses,3. Buses,NULL,1,5
Gujarat,4/1/2003,,AT3-Buses,3. Buses,1,3,8
Haryana,4/2/2003,,AT3-Buses,3. Buses,NULL,10,14
Himachal Pradesh,4/3/2003,,AT3-Buses,3. Buses,3,3,3
Jammu & Kashmir,4/4/2003,,AT3-Buses,3. Buses,0,0,0
Jharkhand,4/5/2003,,AT3-Buses,3. Buses,0,0,1
Karnataka,4/6/2003,,AT3-Buses,3. Buses,0,4,15
Kerala,4/7/2003,,AT3-Buses,3. Buses,NULL,6,15
Madhya Pradesh,4/8/2003,,AT3-Buses,3. Buses,0,0,0
Maharashtra,4/9/2003,,AT3-Buses,3. Buses,7,20,46
Manipur,4/10/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,4/11/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,4/12/2003,,AT3-Buses,3. Buses,0,1,1
Nagaland,4/13/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,4/14/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,4/15/2003,,AT3-Buses,3. Buses,NULL,2,2
Rajasthan,4/16/2003,,AT3-Buses,3. Buses,NULL,12,24
Uttar Pradesh,4/17/2003,,AT3-Buses,3. Buses,0,36,68
West Bengal,4/18/2003,,AT3-Buses,3. Buses,0,0,1
Andhra Pradesh,4/19/2003,,AT3-Buses,3. Buses,0,2,2
Arunachal Pradesh,4/20/2003,,AT3-Buses,3. Buses,0,0,0
Assam,4/21/2003,,AT3-Buses,3. Buses,0,6,8
Bihar,4/22/2003,,AT3-Buses,3. Buses,0,0,0
Chandigarh,4/23/2003,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,4/24/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,4/25/2003,,AT3-Buses,3. Buses,NULL,2,10
Gujarat,4/26/2003,,AT3-Buses,3. Buses,5,10,22
Haryana,4/27/2003,,AT3-Buses,3. Buses,2,5,7
Himachal Pradesh,4/28/2003,,AT3-Buses,3. Buses,2,9,17
Jammu & Kashmir,4/29/2003,,AT3-Buses,3. Buses,0,2,5
Karnataka,4/30/2003,,AT3-Buses,3. Buses,1,13,25
Kerala,5/1/2003,,AT3-Buses,3. Buses,NULL,7,10
Madhya Pradesh,5/2/2003,,AT3-Buses,3. Buses,8,19,24
Maharashtra,5/3/2003,,AT3-Buses,3. Buses,1,7,28
Manipur,5/4/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,5/5/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,5/6/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,5/7/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,5/8/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,5/9/2003,,AT3-Buses,3. Buses,2,4,5
Rajasthan,5/10/2003,,AT3-Buses,3. Buses,NULL,11,13
Tamil Nadu,5/11/2003,,AT3-Buses,3. Buses,2,3,3
Uttar Pradesh,5/12/2003,,AT3-Buses,3. Buses,NULL,23,51
West Bengal,5/13/2003,,AT3-Buses,3. Buses,0,2,2
Andaman & Nicobar Islands,5/14/2003,,AT3-Buses,3. Buses,NULL,1,1
Andhra Pradesh,5/15/2003,,AT3-Buses,3. Buses,0,3,3
Arunachal Pradesh,5/16/2003,,AT3-Buses,3. Buses,0,0,0
Assam,5/17/2003,,AT3-Buses,3. Buses,0,2,4
Bihar,5/18/2003,,AT3-Buses,3. Buses,0,0,2
Chandigarh,5/19/2003,,AT3-Buses,3. Buses,0,0,1
Chhattisgarh,5/20/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,5/21/2003,,AT3-Buses,3. Buses,NULL,1,8
Goa,5/22/2003,,AT3-Buses,3. Buses,NULL,1,1
Gujarat,5/23/2003,,AT3-Buses,3. Buses,8,10,21
Haryana,5/24/2003,,AT3-Buses,3. Buses,1,7,8
Himachal Pradesh,5/25/2003,,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,5/26/2003,,AT3-Buses,3. Buses,0,0,0
Jharkhand,5/27/2003,,AT3-Buses,3. Buses,NULL,NULL,1
Karnataka,5/28/2003,,AT3-Buses,3. Buses,1,3,4
Kerala,5/29/2003,,AT3-Buses,3. Buses,NULL,3,5
Maharashtra,5/30/2003,,AT3-Buses,3. Buses,2,3,22
Manipur,5/31/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,6/1/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,6/2/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,6/3/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,6/4/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,6/5/2003,,AT3-Buses,3. Buses,NULL,4,2
Rajasthan,6/6/2003,,AT3-Buses,3. Buses,4,44,97
Tamil Nadu,6/7/2003,,AT3-Buses,3. Buses,0,0,0
Uttar Pradesh,6/8/2003,,AT3-Buses,3. Buses,NULL,9,17
West Bengal,6/9/2003,,AT3-Buses,3. Buses,0,0,0
Andhra Pradesh,6/10/2003,,AT3-Buses,3. Buses,0,1,1
Arunachal Pradesh,6/11/2003,,AT3-Buses,3. Buses,0,0,0
Assam,6/12/2003,,AT3-Buses,3. Buses,0,3,3
Bihar,6/13/2003,,AT3-Buses,3. Buses,0,0,1
Chandigarh,6/14/2003,,AT3-Buses,3. Buses,0,0,1
Chhattisgarh,6/15/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,6/16/2003,,AT3-Buses,3. Buses,1,NULL,13
Goa,6/17/2003,,AT3-Buses,3. Buses,1,NULL,1
Gujarat,6/18/2003,,AT3-Buses,3. Buses,3,6,11
Haryana,6/19/2003,,AT3-Buses,3. Buses,1,6,6
Himachal Pradesh,6/20/2003,,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,6/21/2003,,AT3-Buses,3. Buses,0,0,0
Jharkhand,6/22/2003,,AT3-Buses,3. Buses,NULL,NULL,1
Karnataka,6/23/2003,,AT3-Buses,3. Buses,1,0,5
Kerala,6/24/2003,,AT3-Buses,3. Buses,0,3,3
Madhya Pradesh,6/25/2003,,AT3-Buses,3. Buses,0,0,0
Maharashtra,6/26/2003,,AT3-Buses,3. Buses,2,6,10
Manipur,6/27/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,6/28/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,6/29/2003,,AT3-Buses,3. Buses,0,0,0
Punjab,6/30/2003,,AT3-Buses,3. Buses,NULL,1,1
Rajasthan,7/1/2003,,AT3-Buses,3. Buses,NULL,4,5
Tamil Nadu,7/2/2003,,AT3-Buses,3. Buses,4,4,4
Tripura,7/3/2003,,AT3-Buses,3. Buses,0,1,1
Uttar Pradesh,7/4/2003,,AT3-Buses,3. Buses,NULL,6,20
West Bengal,7/5/2003,,AT3-Buses,3. Buses,0,1,1
Andhra Pradesh,7/6/2003,,AT3-Buses,3. Buses,6,49,65
Arunachal Pradesh,7/7/2003,,AT3-Buses,3. Buses,0,0,0
Assam,7/8/2003,,AT3-Buses,3. Buses,0,2,2
Chandigarh,7/9/2003,,AT3-Buses,3. Buses,0,0,0
Chhattisgarh,7/10/2003,,AT3-Buses,3. Buses,0,0,0
Delhi,7/11/2003,,AT3-Buses,3. Buses,NULL,1,6
Gujarat,7/12/2003,,AT3-Buses,3. Buses,0,0,1
Haryana,7/13/2003,,AT3-Buses,3. Buses,1,3,9
Himachal Pradesh,7/14/2003,,AT3-Buses,3. Buses,0,0,0
Jammu & Kashmir,7/15/2003,,AT3-Buses,3. Buses,0,4,5
Jharkhand,7/16/2003,,AT3-Buses,3. Buses,0,0,0
Karnataka,7/17/2003,,AT3-Buses,3. Buses,0,1,1
Kerala,7/18/2003,,AT3-Buses,3. Buses,0,0,0
Maharashtra,7/19/2003,,AT3-Buses,3. Buses,3,6,11
Manipur,7/20/2003,,AT3-Buses,3. Buses,0,0,0
Meghalaya,7/21/2003,,AT3-Buses,3. Buses,0,0,0
Mizoram,7/22/2003,,AT3-Buses,3. Buses,0,0,0
Nagaland,7/23/2003,,AT3-Buses,3. Buses,0,0,0
Odisha,7/24/2003,,AT3-Buses,3. Buses,0,1,0
Punjab,7/25/2003,,AT3-Buses,3. Buses,1,6,8
Rajasthan,7/26/2003,,AT3-Buses,3. Buses,1,9,26
Tamil Nadu,7/27/2003,,AT3-Buses,3. Buses,1,1,1
Uttar Pradesh,7/28/2003,,AT3-Buses,3. Buses,0,5,10
Uttarakhand,7/29/2003,,AT3-Buses,3. Buses,NULL,1,1
West Bengal,7/30/2003,,AT3-Buses,3. Buses,0,1,1
Andhra Pradesh,7/31/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,1
Arunachal Pradesh,8/1/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,8/2/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Bihar,8/3/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,7
Chandigarh,8/4/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,7
Chhattisgarh,8/5/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,8,8
Delhi,8/6/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,33,122
Goa,8/7/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,2,3
Gujarat,8/8/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16,29,53
Haryana,8/9/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,57,71
Himachal Pradesh,8/10/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,6,10
Jammu & Kashmir,8/11/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Jharkhand,8/12/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,2,8
Karnataka,8/13/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,23,65
Kerala,8/14/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,20,58
Madhya Pradesh,8/15/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,5,19
Maharashtra,8/16/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),47,123,263
Meghalaya,8/17/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,8
Mizoram,8/18/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,1
Nagaland,8/19/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Odisha,8/20/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,6
Punjab,8/21/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9,32,83
Rajasthan,8/22/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),9,35,71
Tamil Nadu,8/23/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,18,22
Uttar Pradesh,8/24/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,11,29
Uttarakhand,8/25/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,3,5
West Bengal,8/26/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,2
Andhra Pradesh,8/27/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,7,7
Assam,8/28/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Bihar,8/29/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,8,9
Chandigarh,8/30/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,3
Chhattisgarh,8/31/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,3
Daman & Diu,9/1/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Delhi,9/2/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),19,94,227
Goa,9/3/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,4
Gujarat,9/4/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),11,17,45
Haryana,9/5/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,83,106
Himachal Pradesh,9/6/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,12,20
Jammu & Kashmir,9/7/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,13,26
Karnataka,9/8/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),7,23,40
Kerala,9/9/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,7,18
Madhya Pradesh,9/10/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Maharashtra,9/11/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18,107,184
Meghalaya,9/12/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,2
Nagaland,9/13/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,3
Odisha,9/14/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Punjab,9/15/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),41,51,80
Rajasthan,9/16/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,38,55
Tamil Nadu,9/17/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,15,20
Uttar Pradesh,9/18/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,27,44
West Bengal,9/19/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,4,37
Andhra Pradesh,9/20/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,9,17
Arunachal Pradesh,9/21/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,9/22/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Bihar,9/23/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,7
Chandigarh,9/24/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,4,6
Chhattisgarh,9/25/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,2
Daman & Diu,9/26/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Delhi,9/27/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),14,25,113
Goa,9/28/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,2,2
Gujarat,9/29/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),22,26,49
Haryana,9/30/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),15,107,139
Himachal Pradesh,10/1/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,29,43
Jammu & Kashmir,10/2/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Jharkhand,10/3/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Karnataka,10/4/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,26,47
Kerala,10/5/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,5,20
Madhya Pradesh,10/6/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,8,12
Maharashtra,10/7/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),29,126,220
Meghalaya,10/8/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,1
Nagaland,10/9/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,1
Odisha,10/10/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),2,4,4
Puducherry,10/11/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,1,2
Punjab,10/12/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),37,56,92
Rajasthan,10/13/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),1,18,46
Tamil Nadu,10/14/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),18,36,36
Uttar Pradesh,10/15/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,20,34
Uttarakhand,10/16/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,2
West Bengal,10/17/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),4,7,17
Andhra Pradesh,10/18/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,16
Arunachal Pradesh,10/19/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Assam,10/20/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,NULL,2
Bihar,10/21/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,7,16
Chandigarh,10/22/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,7
Chhattisgarh,10/23/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Delhi,10/24/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),31,152,264
Goa,10/25/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,1,3
Gujarat,10/26/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),16,22,44
Haryana,10/27/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,180,288
Himachal Pradesh,10/28/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,11
Jammu & Kashmir,10/29/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,1,1
Karnataka,10/30/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),5,21,52
Kerala,10/31/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,16,42
Madhya Pradesh,11/1/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),3,44,69
Maharashtra,11/2/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),30,141,250
Manipur,11/3/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,1
Meghalaya,11/4/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,3,7
Mizoram,11/5/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Nagaland,11/6/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,1,1
Odisha,11/7/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),0,0,0
Puducherry,11/8/2003,,AT4-Goods carrying vehicles (Trucks/Tempo etc),4. Goods carrying vehicles (Trucks/Tempo etc),NULL,2,2
