Area_Name,Date,,Group_Name,Sub_Group_Name,Auto_Theft_Coordinated/Traced,Auto_Theft_Recovered,Auto_Theft_Stolen
Delhi,12/26/2005,,AT6-Total,6. Total (Sum of 1-5 Above),738,1886,13251
Goa,12/27/2005,,AT6-Total,6. Total (Sum of 1-5 Above),8,84,346
Gujarat,12/28/2005,,AT6-Total,6. Total (Sum of 1-5 Above),1004,2753,11145
Haryana,12/29/2005,,AT6-Total,6. Total (Sum of 1-5 Above),405,2425,8370
Himachal Pradesh,12/30/2005,,AT6-Total,6. Total (Sum of 1-5 Above),19,130,331
Jammu & Kashmir,12/31/2005,,AT6-Total,6. Total (Sum of 1-5 Above),3,237,881
Jharkhand,1/1/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,557,2496
Karnataka,1/2/2006,,AT6-Total,6. Total (Sum of 1-5 Above),351,2646,11020
Kerala,1/3/2006,,AT6-Total,6. Total (Sum of 1-5 Above),30,742,2028
Lakshadweep,1/4/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,5,5
Madhya Pradesh,1/5/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,2453,10955
Maharashtra,1/6/2006,,AT6-Total,6. Total (Sum of 1-5 Above),1473,4615,18236
Manipur,1/7/2006,,AT6-Total,6. Total (Sum of 1-5 Above),7,7,320
Meghalaya,1/8/2006,,AT6-Total,6. Total (Sum of 1-5 Above),4,27,180
Mizoram,1/9/2006,,AT6-Total,6. Total (Sum of 1-5 Above),59,59,77
Nagaland,1/10/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,36,216
Odisha,1/11/2006,,AT6-Total,6. Total (Sum of 1-5 Above),121,676,2521
Puducherry,1/12/2006,,AT6-Total,6. Total (Sum of 1-5 Above),78,250,502
Punjab,1/13/2006,,AT6-Total,6. Total (Sum of 1-5 Above),263,1101,2842
Rajasthan,1/14/2006,,AT6-Total,6. Total (Sum of 1-5 Above),534,1942,11783
Sikkim,1/15/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,5,10
Tamil Nadu,1/16/2006,,AT6-Total,6. Total (Sum of 1-5 Above),2985,3826,5198
Tripura,1/17/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,29,71
Uttar Pradesh,1/18/2006,,AT6-Total,6. Total (Sum of 1-5 Above),289,2189,14378
Uttarakhand,1/19/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,229,702
West Bengal,1/20/2006,,AT6-Total,6. Total (Sum of 1-5 Above),356,601,3618
Andaman & Nicobar Islands,1/21/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,12,22
Andhra Pradesh,1/22/2006,,AT6-Total,6. Total (Sum of 1-5 Above),892,5453,7422
Arunachal Pradesh,1/23/2006,,AT6-Total,6. Total (Sum of 1-5 Above),3,46,139
Assam,1/24/2006,,AT6-Total,6. Total (Sum of 1-5 Above),41,166,600
Bihar,1/25/2006,,AT6-Total,6. Total (Sum of 1-5 Above),5,400,4271
Chandigarh,1/26/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,256,898
Chhattisgarh,1/27/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,603,2139
Dadra & Nagar Haveli,1/28/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,10,34
Daman & Diu,1/29/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,11,28
Delhi,1/30/2006,,AT6-Total,6. Total (Sum of 1-5 Above),85,1924,15031
Goa,1/31/2006,,AT6-Total,6. Total (Sum of 1-5 Above),10,142,372
Gujarat,2/1/2006,,AT6-Total,6. Total (Sum of 1-5 Above),815,2443,9829
Haryana,2/2/2006,,AT6-Total,6. Total (Sum of 1-5 Above),653,3054,11398
Himachal Pradesh,2/3/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,126,334
Jammu & Kashmir,2/4/2006,,AT6-Total,6. Total (Sum of 1-5 Above),14,240,968
Jharkhand,2/5/2006,,AT6-Total,6. Total (Sum of 1-5 Above),30,440,2684
Karnataka,2/6/2006,,AT6-Total,6. Total (Sum of 1-5 Above),317,3374,10639
Kerala,2/7/2006,,AT6-Total,6. Total (Sum of 1-5 Above),4,626,1478
Madhya Pradesh,2/8/2006,,AT6-Total,6. Total (Sum of 1-5 Above),259,2777,12060
Maharashtra,2/9/2006,,AT6-Total,6. Total (Sum of 1-5 Above),1266,4641,18605
Manipur,2/10/2006,,AT6-Total,6. Total (Sum of 1-5 Above),18,18,286
Meghalaya,2/11/2006,,AT6-Total,6. Total (Sum of 1-5 Above),0,42,152
Mizoram,2/12/2006,,AT6-Total,6. Total (Sum of 1-5 Above),52,52,69
Nagaland,2/13/2006,,AT6-Total,6. Total (Sum of 1-5 Above),2,34,277
Odisha,2/14/2006,,AT6-Total,6. Total (Sum of 1-5 Above),4,809,2627
Puducherry,2/15/2006,,AT6-Total,6. Total (Sum of 1-5 Above),161,161,384
Punjab,2/16/2006,,AT6-Total,6. Total (Sum of 1-5 Above),529,1270,2713
Rajasthan,2/17/2006,,AT6-Total,6. Total (Sum of 1-5 Above),1037,2179,13109
Sikkim,2/18/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,6,8
Tamil Nadu,2/19/2006,,AT6-Total,6. Total (Sum of 1-5 Above),2563,3541,5205
Tripura,2/20/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,26,50
Uttar Pradesh,2/21/2006,,AT6-Total,6. Total (Sum of 1-5 Above),505,2434,16705
Uttarakhand,2/22/2006,,AT6-Total,6. Total (Sum of 1-5 Above),NULL,244,853
West Bengal,2/23/2006,,AT6-Total,6. Total (Sum of 1-5 Above),47,641,4305
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
